Title,Severity,CVE ID,Tool,URL,Description,Fixed Version
"curl: HSTS amnesia with --parallel","medium","CVE-2023-23915","trivy","N/A","A cleartext transmission of sensitive information vulnerability exists in curl <v7.88.0 that could cause HSTS functionality to behave incorrectly when multiple URLs are requested in parallel. Using its HSTS support, curl can be instructed to use HTTPS instead of using an insecure clear-text HTTP step even when HTTP is provided in the URL. This HSTS mechanism would however surprisingly fail when multiple transfers are done in parallel as the HSTS cache file gets overwritten by the most recentlycompleted transfer. A later HTTP-only transfer to the earlier host name would then *not* get upgraded properly to HSTS.","N/A"
"curl: excessively long file name may lead to unknown HSTS status","medium","CVE-2023-46219","trivy","N/A","When saving HSTS data to an excessively long file name, curl could end up
removing all contents, making subsequent requests using that file unaware of
the HSTS status they should otherwise use.","N/A"
"curl: HTTP/2 push headers memory-leak","medium","CVE-2024-2398","trivy","N/A","When an application tells libcurl it wants to allow HTTP/2 server push, and the amount of received headers for the push surpasses the maximum allowed limit (1000), libcurl aborts the server push. When aborting, libcurl inadvertently does not free all the previously allocated headers and instead leaks the memory.  Further, this error condition fails silently and is therefore not easily detected by an application.","N/A"
"curl: libcurl: ASN.1 date parser overread","medium","CVE-2024-7264","trivy","N/A","libcurl's ASN1 parser code has the `GTime2str()` function, used for parsing an
ASN.1 Generalized Time field. If given an syntactically incorrect field, the
parser might end up using -1 for the length of the *time fraction*, leading to
a `strlen()` getting performed on a pointer to a heap buffer area that is not
(purposely) null terminated.

This flaw most likely leads to a crash, but can also lead to heap contents
getting returned to the application when
[CURLINFO_CERTINFO](https://curl.se/libcurl/c/CURLINFO_CERTINFO.html) is used.","N/A"
"curl: OCSP stapling bypass with GnuTLS","medium","CVE-2024-8096","trivy","N/A","When curl is told to use the Certificate Status Request TLS extension, often referred to as OCSP stapling, to verify that the server certificate is valid, it might fail to detect some OCSP problems and instead wrongly consider the response as fine.  If the returned status reports another error than 'revoked' (like for example 'unauthorized') it is not treated as a bad certficate.","N/A"
"curl: HSTS subdomain overwrites parent cache entry","medium","CVE-2024-9681","trivy","N/A","When curl is asked to use HSTS, the expiry time for a subdomain might
overwrite a parent domain's cache entry, making it end sooner or later than
otherwise intended.

This affects curl using applications that enable HSTS and use URLs with the
insecure `HTTP://` scheme and perform transfers with hosts like
`x.example.com` as well as `example.com` where the first host is a subdomain
of the second host.

(The HSTS cache either needs to have been populated manually or there needs to
have been previous HTTPS accesses done as the cache needs to have entries for
the domains involved to trigger this problem.)

When `x.example.com` responds with `Strict-Transport-Security:` headers, this
bug can make the subdomain's expiry timeout *bleed over* and get set for the
parent domain `example.com` in curl's HSTS cache.

The result of a triggered bug is that HTTP accesses to `example.com` get
converted to HTTPS for a different period of time than what was asked for by
the origin server. If `example.com` for example stops supporting HTTPS at its
expiry time, curl might then fail to access `http://example.com` until the
(wrongly set) timeout expires. This bug can also expire the parent's entry
*earlier*, thus making curl inadvertently switch back to insecure HTTP earlier
than otherwise intended.","N/A"
"libcurl: libcurl: Use-after-free vulnerability leading to Denial of Service","medium","CVE-2026-10536","trivy","N/A","A use-after-free vulnerability exists in libcurl when an application
configures an HTTP/2 stream-dependency tree via `CURLOPT_STREAM_DEPENDS` or
`CURLOPT_STREAM_DEPENDS_E`, subsequently invokes `curl_easy_reset()`, and
finally terminates the handle with `curl_easy_cleanup()`. During this final
cleanup phase, libcurl attempts to access and modify an internal structure
that was already freed during the reset operation.","N/A"
"curl: curl: Information disclosure via incorrect Digest authentication header reuse","medium","CVE-2026-11856","trivy","N/A","Successfully using libcurl to do a transfer to a specific HTTP origin
(`hostA`) with **Digest** authentication and then changing the origin to a
different one (`hostB`) for a second transfer, reusing the same handle, makes
libcurl wrongly pass on the  `Authorization:` header field meant for `hostA`,
to `hostB`.","N/A"
"curl: Content not matching hash in Metalink is not being discarded","low","CVE-2021-22922","trivy","N/A","When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.","N/A"
"curl: curl: Authentication bypass due to incorrect connection reuse with Negotiate authentication","medium","CVE-2026-1965","trivy","N/A","libcurl can in some circumstances reuse the wrong connection when asked to do
an Negotiate-authenticated HTTP or HTTPS request.

libcurl features a pool of recent connections so that subsequent requests can
reuse an existing connection to avoid overhead.

When reusing a connection a range of criterion must first be met. Due to a
logical error in the code, a request that was issued by an application could
wrongfully reuse an existing connection to the same server that was
authenticated using different credentials. One underlying reason being that
Negotiate sometimes authenticates *connections* and not *requests*, contrary
to how HTTP is designed to work.

An application that allows Negotiate authentication to a server (that responds
wanting Negotiate) with `user1:password1` and then does another operation to
the same server also using Negotiate but with `user2:password2` (while the
previous connection is still alive) - the second request wrongly reused the
same connection and since it then sees that the Negotiate negotiation is
already made, it just sends the request over that connection thinking it uses
the user2 credentials when it is in fact still using the connection
authenticated for user1...

The set of authentication methods to use is set with  `CURLOPT_HTTPAUTH`.

Applications can disable libcurl's reuse of connections and thus mitigate this
problem, by using one of the following libcurl options to alter how
connections are or are not reused: `CURLOPT_FRESH_CONNECT`,
`CURLOPT_MAXCONNECTS` and `CURLMOPT_MAX_HOST_CONNECTIONS` (if using the
curl_multi API).","N/A"
"curl: curl: Information disclosure via OAuth2 bearer token leakage during HTTP(S) redirect","medium","CVE-2026-3783","trivy","N/A","When an OAuth2 bearer token is used for an HTTP(S) transfer, and that transfer
performs a redirect to a second URL, curl could leak that token to the second
hostname under some circumstances.

If the hostname that the first request is redirected to has information in the
used .netrc file, with either of the `machine` or `default` keywords, curl
would pass on the bearer token set for the first host also to the second one.","N/A"
"curl: curl: Unauthorized access due to improper HTTP proxy connection reuse","medium","CVE-2026-3784","trivy","N/A","curl would wrongly reuse an existing HTTP proxy connection doing CONNECT to a
server, even if the new request uses different credentials for the HTTP proxy.
The proper behavior is to create or use a separate connection.","N/A"
"curl: curl: Information disclosure due to incorrect TLS connection reuse","medium","CVE-2026-4873","trivy","N/A","A vulnerability exists where a connection requiring TLS incorrectly reuses an
existing unencrypted connection from the same connection pool. If an initial
transfer is made in clear-text (via IMAP, SMTP, or POP3), a subsequent request
to that same host bypasses the TLS requirement and instead transmit data
unencrypted.","N/A"
"curl: libcurl: Authentication bypass due to incorrect HTTP Negotiate connection reuse","medium","CVE-2026-5545","trivy","N/A","libcurl might in some circumstances reuse the wrong connection when asked to
do an authenticated HTTP(S) request after a Negotiate-authenticated one, when
both use the same host.

libcurl features a pool of recent connections so that subsequent requests can
reuse an existing connection to avoid overhead.

When reusing a connection a range of criteria must be met. Due to a logical
error in the code, a request that was issued by an application could
wrongfully reuse an existing connection to the same server that was
authenticated using different credentials.

An application that first uses Negotiate authentication to a server with
`user1:password1` and then does another operation to the same server asking
for any authentication method but for `user2:password2` (while the previous
connection is still alive) - the second request gets confused and wrongly
reuses the same connection and sends the new request over that connection
thinking it uses a mix of user1's and user2's credentials when it is in fact
still using the connection authenticated for user1...","N/A"
"curl: curl: Proxy credential disclosure via redirects to unauthenticated proxies","medium","CVE-2026-6253","trivy","N/A","curl might erroneously pass on credentials for a first proxy to a second
proxy.

This can happen when the following conditions are true:

1. curl is setup to use specific different proxies for different URL schemes
2. the first proxy needs credentials
3. the second proxy uses no credentials
4. while using the first proxy (using say `http://`), curl is asked to follow
   a redirect to a URL using another scheme (say `https://`), accessed using a
   second, different, proxy","N/A"
"curl: libcurl: Credential leak via reused proxy connection during HTTP redirects","medium","CVE-2026-6429","trivy","N/A","When asked to both use a `.netrc` file for credentials and to follow HTTP
redirects, libcurl could leak the password used for the first host to the
followed-to host under certain circumstances.","N/A"
"curl: libcurl: Information disclosure via incorrect Proxy-Authorization header reuse","medium","CVE-2026-7168","trivy","N/A","Successfully using libcurl to do a transfer over a specific HTTP proxy
(`proxyA`) with **Digest** authentication and then changing the proxy host to
a second one (`proxyB`) for a second transfer, reusing the same handle, makes
libcurl wrongly pass on the `Proxy-Authorization:` header field meant for
`proxyA`, to `proxyB`.","N/A"
"curl: curl: Cookie injection via malicious HTTP server using super cookies","medium","CVE-2026-8924","trivy","N/A","A flaw in curl’s cookie parsing logic allows a malicious HTTP server to set
'super cookies' that bypass the Public Suffix List check. This enables an
attacker-controlled origin to inject cookies that curl subsequently scopes and
transmits to unrelated third-party domains.","N/A"
"curl: Metalink download sends credentials","low","CVE-2021-22923","trivy","N/A","When curl is instructed to get content using the metalink feature, and a user name and password are used to download the metalink XML file, those same credentials are then subsequently passed on to each of the servers from which curl will download or try to download the contents from. Often contrary to the user's expectations and intentions and without telling the user it happened.","N/A"
"curl: siglongjmp race condition may lead to crash","low","CVE-2023-28320","trivy","N/A","A denial of service vulnerability exists in curl <v8.1.0 in the way libcurl provides several different backends for resolving host names, selected at build time. If it is built to use the synchronous resolver, it allows name resolves to time-out slow operations using `alarm()` and `siglongjmp()`. When doing this, libcurl used a global buffer that was not mutex protected and a multi-threaded application might therefore crash or otherwise misbehave.","N/A"
"curl: QUIC certificate check bypass with wolfSSL","low","CVE-2024-2379","trivy","N/A","libcurl skips the certificate verification for a QUIC connection under certain conditions, when built to use wolfSSL. If told to use an unknown/bad cipher or curve, the error path accidentally skips the verification and returns OK, thus ignoring any certificate problems.","N/A"
"libcurl: Buffer Overflow in libcurl via zlib Integer Overflow","low","CVE-2025-0725","trivy","N/A","When libcurl is asked to perform automatic gzip decompression of
content-encoded HTTP responses with the `CURLOPT_ACCEPT_ENCODING` option,
**using zlib 1.2.0.3 or older**, an attacker-controlled integer overflow would
make libcurl perform a buffer overflow.","N/A"
"curl: Curl missing SFTP host verification with wolfSSH backend","low","CVE-2025-10966","trivy","N/A","curl's code for managing SSH connections when SFTP was done using the wolfSSH
powered backend was flawed and missed host verification mechanisms.

This prevents curl from detecting MITM attackers and more.","N/A"
"curl: curl: Security bypass due to global TLS option changes in multi-threaded LDAPS transfers","low","CVE-2025-14017","trivy","N/A","When doing multi-threaded LDAPS transfers (LDAP over TLS) with libcurl,
changing TLS options in one thread would inadvertently change them globally
and therefore possibly also affect other concurrently setup transfers.

Disabling certificate verification for a specific transfer could
unintentionally disable the feature for other threads as well.","N/A"
"curl: Information disclosure via cross-protocol redirect with OAuth2 bearer token","low","CVE-2025-14524","trivy","N/A","When an OAuth2 bearer token is used for an HTTP(S) transfer, and that transfer
performs a cross-protocol redirect to a second URL that uses an IMAP, LDAP,
POP3 or SMTP scheme, curl might wrongly pass on the bearer token to the new
target host.","N/A"
"curl: Host verification bypass during SSH transfers","low","CVE-2025-15079","trivy","N/A","When doing SSH-based transfers using either SCP or SFTP, and setting the
known_hosts file, libcurl could still mistakenly accept connecting to hosts
*not present* in the specified file if they were added as recognized in the
libssh *global* known_hosts file.","N/A"
"curl: libssh key passphrase bypass without agent set","low","CVE-2025-15224","trivy","N/A","When doing SSH-based transfers using either SCP or SFTP, and asked to do
public key authentication, curl would wrongly still ask and authenticate using
a locally running SSH agent.","N/A"
"libcurl might in some circumstances reuse the wrong connection when as ...","low","CVE-2026-8458","trivy","N/A","libcurl might in some circumstances reuse the wrong connection when asked to
do Negotiate-authenticated ones, even when they are set to use different
'services'.

libcurl features a pool of recent connections so that subsequent requests can
reuse an existing connection to avoid overhead.

When reusing a connection a range of criteria must be met. Due to a logical
error in the code, a request that was issued by an application could
wrongfully reuse an existing connection to the same server that was
authenticated using different services.","N/A"
"sqlite: heap out-of-bound read in function rtreenode()","critical","CVE-2019-8457","trivy","N/A","SQLite3 from 3.6.0 to and including 3.27.2 is vulnerable to heap out-of-bound read in the rtreenode() function when handling invalid rtree tables.","N/A"
"libexpat: Integer Overflow or Wraparound","critical","CVE-2024-45491","trivy","N/A","An issue was discovered in libexpat before 2.6.3. dtdCopy in xmlparse.c can have an integer overflow for nDefaultAtts on 32-bit platforms (where UINT_MAX equals SIZE_MAX).","N/A"
"libexpat: integer overflow","critical","CVE-2024-45492","trivy","N/A","An issue was discovered in libexpat before 2.6.3. nextScaffoldPart in xmlparse.c can have an integer overflow for m_groupSize on 32-bit platforms (where UINT_MAX equals SIZE_MAX).","N/A"
"expat: parsing large tokens can trigger a denial of service","high","CVE-2023-52425","trivy","N/A","libexpat through 2.5.0 allows a denial of service (resource consumption) because many full reparsings are required in the case of a large token for which multiple buffer fills are needed.","N/A"
"libexpat: Negative Length Parsing Vulnerability in libexpat","high","CVE-2024-45490","trivy","N/A","An issue was discovered in libexpat before 2.6.3. xmlparse.c does not reject a negative length for XML_ParseBuffer.","N/A"
"firefox: thunderbird: expat: libexpat in Expat allows attackers to trigger large dynamic memory allocations via a small document that is submitted for parsing","high","CVE-2025-59375","trivy","N/A","libexpat in Expat before 2.7.2 allows attackers to trigger large dynamic memory allocations via a small document that is submitted for parsing.","N/A"
"libexpat: libexpat: Information disclosure and data integrity issues due to integer overflow in buffer reallocation","high","CVE-2026-25210","trivy","N/A","In libexpat before 2.7.4, the doContent function does not properly determine the buffer size bufSize because there is no integer overflow check for tag buffer reallocation.","N/A"
"libexpat: expat: DoS via XML_ResumeParser","medium","CVE-2024-50602","trivy","N/A","An issue was discovered in libexpat before 2.6.4. There is a crash within the XML_ResumeParser function because XML_StopParser can stop/suspend an unstarted parser.","N/A"
"libexpat: expat: Improper Restriction of XML Entity Expansion Depth in libexpat","medium","CVE-2024-8176","trivy","N/A","A stack overflow vulnerability exists in the libexpat library due to the way it handles recursive entity expansion in XML documents. When parsing an XML document with deeply nested entity references, libexpat can be forced to recurse indefinitely, exhausting the stack space and causing a crash. This issue could lead to denial of service (DoS) or, in some cases, exploitable memory corruption, depending on the environment and library usage.","N/A"
"libexpat: libexpat: Denial of service via crafted file processing","medium","CVE-2025-66382","trivy","N/A","In libexpat through 2.7.3, a crafted file with an approximate size of 2 MiB can lead to dozens of seconds of processing time.","N/A"
"libexpat: libexpat: Denial of Service due to NULL pointer dereference","medium","CVE-2026-32776","trivy","N/A","libexpat before 2.7.5 allows a NULL pointer dereference with empty external parameter entity content.","N/A"
"libexpat: libexpat: Denial of Service via infinite loop in DTD content parsing","medium","CVE-2026-32777","trivy","N/A","libexpat before 2.7.5 allows an infinite loop while parsing DTD content.","N/A"
"libexpat: libexpat: Denial of Service via NULL pointer dereference after out-of-memory condition","medium","CVE-2026-32778","trivy","N/A","libexpat before 2.7.5 allows a NULL pointer dereference in the function setContext on retry after an earlier ouf-of-memory condition.","N/A"
"expat: libexpat: Use-after-free vulnerability due to improper handler call depth tracking","medium","CVE-2026-50219","trivy","N/A","libexpat before 2.8.2 lacks handler call depth tracking for calls to XML_GetBuffer, XML_Parse, XML_ParseBuffer, XML_ParserFree, or XML_ParserReset from within handlers in cases of a policy violation. Thus, a use-after-free can occur,","N/A"
"expat: libexpat: Arbitrary Code Execution via Heap-based Buffer Overflow","medium","CVE-2026-56132","trivy","N/A","In libexpat before 2.8.2, there is a heap-based buffer overflow in doProlog in xmlparse.c because scaffold backing array reallocation is mishandled when there is data-structure sharing across parsers.","N/A"
"libexpat: libexpat: Arbitrary code execution due to integer overflow in storeAtts","medium","CVE-2026-56403","trivy","N/A","libexpat before 2.8.2 has an integer overflow in storeAtts.","N/A"
"libexpat before 2.8.2 has an integer overflow in addBinding.","medium","CVE-2026-56404","trivy","N/A","libexpat before 2.8.2 has an integer overflow in addBinding.","N/A"
"libexpat: libexpat: Information disclosure and arbitrary code execution via integer overflow","medium","CVE-2026-56405","trivy","N/A","libexpat before 2.8.2 has an integer overflow in getAttributeId.","N/A"
"libexpat: libexpat: Arbitrary code execution via integer overflow in XML_ParseBuffer","medium","CVE-2026-56406","trivy","N/A","libexpat before 2.8.2 has an integer overflow in XML_ParseBuffer because it lacked a check that was present in XML_Parse.","N/A"
"xmlwf in libexpat before 2.8.2 has an integer overflow for the output  ...","medium","CVE-2026-56409","trivy","N/A","xmlwf in libexpat before 2.8.2 has an integer overflow for the output filename when -d outputDir is used.","N/A"
"libexpat: libexpat: Integer overflow in xmlwf can lead to information disclosure and arbitrary code execution.","medium","CVE-2026-56410","trivy","N/A","xmlwf in libexpat before 2.8.2 has an integer overflow in resolveSystemId.","N/A"
"expat: libexpat: Integer Overflow Vulnerability Leading to Information Disclosure or Code Execution","medium","CVE-2026-56411","trivy","N/A","xmlwf in libexpat before 2.8.2 has an integer overflow in endDoctypeDecl via NOTATION declarations.","N/A"
"libexpat: libexpat: Use-after-free vulnerability due to improper handling of XML CDATA sections","medium","CVE-2026-56412","trivy","N/A","libexpat before 2.8.2 does not consider XML_TOK_DATA_CHARS in doCdataSection and thus lacks handler call depth tracking for various calls from within handlers in cases of a policy violation. Thus, a use-after-free can occur. NOTE: this issue exists because of an incomplete fix for CVE-2026-50219.","N/A"
"expat: internal entity expansion","low","CVE-2013-0340","trivy","N/A","expat before version 2.4.0 does not properly handle entities expansion unless an application developer uses the XML_SetEntityDeclHandler function, which allows remote attackers to cause a denial of service (resource consumption), send HTTP requests to intranet servers, or read arbitrary files via a crafted XML document, aka an XML External Entity (XXE) issue.  NOTE: it could be argued that because expat already provides the ability to disable external entity expansion, the responsibility for resolving this issue lies with application developers; according to this argument, this entry should be REJECTed, and each affected application would need its own CVE.","N/A"
"expat: recursive XML entity expansion vulnerability","low","CVE-2023-52426","trivy","N/A","libexpat through 2.5.0 allows recursive XML Entity Expansion if XML_DTD is undefined at compile time.","N/A"
"libexpat: libexpat null pointer dereference","low","CVE-2026-24515","trivy","N/A","In libexpat before 2.7.4, XML_ExternalEntityParserCreate does not copy unknown encoding handler user data.","N/A"
"libexpat: expat: libexpat: Denial of Service via hash flooding with crafted XML","low","CVE-2026-41080","trivy","N/A","libexpat before 2.8.0 uses insufficient entropy, and thus hash flooding can occur via a crafted XML document.","N/A"
"e2fsprogs: out-of-bounds read/write via crafted filesystem","high","CVE-2022-1304","trivy","N/A","An out-of-bounds read/write vulnerability was found in e2fsprogs 1.46.5. This issue leads to a segmentation fault and possibly arbitrary code execution via a specially crafted filesystem.","N/A"
"freetype: OOB write when attempting to parse font subglyph structures related to TrueType GX and variable font files","high","CVE-2025-27363","trivy","N/A","An out of bounds write exists in FreeType versions 2.13.0 and below (newer versions of FreeType are not vulnerable) when attempting to parse font subglyph structures related to TrueType GX and variable font files. The vulnerable code assigns a signed short value to an unsigned long and then adds a static value causing it to wrap around and allocate too small of a heap buffer. The code then writes up to 6 signed long integers out of bounds relative to this buffer. This may result in arbitrary code execution. This vulnerability may have been exploited in the wild.","N/A"
"ftbench.c in FreeType Demo Programs through 2.12.1 has a heap-based bu ...","low","CVE-2022-31782","trivy","N/A","ftbench.c in FreeType Demo Programs through 2.12.1 has a heap-based buffer overflow.","N/A"
"gcc: -fstack-protector fails to guard dynamic stack allocations on ARM64","low","CVE-2023-4039","trivy","N/A","**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains 
that target AArch64 allows an attacker to exploit an existing buffer 
overflow in dynamically-sized local variables in your application 
without this being detected. This stack-protector failure only applies 
to C99-style dynamically-sized local variables or those created using 
alloca(). The stack-protector operates as intended for statically-sized 
local variables.

The default behavior when the stack-protector 
detects an overflow is to terminate your application, resulting in 
controlled loss of availability. An attacker who can exploit a buffer 
overflow without triggering the stack-protector might be able to change 
program flow control to cause an uncontrolled loss of availability or to
 go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.","N/A"
"libgcrypt: mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm","high","CVE-2021-33560","trivy","N/A","Libgcrypt before 1.8.8 and 1.9.x before 1.9.3 mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm, and the window size is not chosen appropriately. This, for example, affects use of ElGamal in OpenPGP.","N/A"
"libgcrypt: ElGamal implementation doesn't have semantic security due to incorrectly encoded plaintexts possibly allowing to obtain sensitive information","low","CVE-2018-6829","trivy","N/A","cipher/elgamal.c in Libgcrypt through 1.8.2, when used to encrypt messages directly, improperly encodes plaintexts, which allows attackers to obtain sensitive information by reading ciphertext data (i.e., it does not have semantic security in face of a ciphertext-only attack). The Decisional Diffie-Hellman (DDH) assumption does not hold for Libgcrypt's ElGamal implementation.","N/A"
"libgcrypt: vulnerable to Marvin Attack","low","CVE-2024-2236","trivy","N/A","A timing-based side-channel flaw was found in libgcrypt's RSA implementation. This issue may allow a remote attacker to initiate a Bleichenbacher-style attack, which can lead to the decryption of RSA ciphertexts.","N/A"
"gdImageGd2Ptr in gd_gd2.c in the GD Graphics Library (aka LibGD) throu ...","high","CVE-2021-40145","trivy","N/A","gdImageGd2Ptr in gd_gd2.c in the GD Graphics Library (aka LibGD) through 2.3.2 has a double free. NOTE: the vendor's position is ""The GD2 image format is a proprietary image format of libgd. It has to be regarded as being obsolete, and should only be used for development and testing purposes.","N/A"
"read_header_tga in gd_tga.c in the GD Graphics Library (aka LibGD) thr ...","medium","CVE-2021-38115","trivy","N/A","read_header_tga in gd_tga.c in the GD Graphics Library (aka LibGD) through 2.3.2 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted TGA file.","N/A"
"The GD Graphics Library (aka LibGD) through 2.3.2 has an out-of-bounds ...","medium","CVE-2021-40812","trivy","N/A","The GD Graphics Library (aka LibGD) through 2.3.2 has an out-of-bounds read because of the lack of certain gdGetBuf and gdPutBuf return value checks.","N/A"
"gnutls: GnuTLS: Denial of Service via DTLS zero-length fragment","critical","CVE-2026-33845","trivy","N/A","A flaw in GnuTLS DTLS handshake parsing allows malformed fragments with zero length and non-zero offset, leading to an integer underflow during reassembly and resulting in an out-of-bounds read. This issue is remotely exploitable and may cause information disclosure or denial of service.","N/A"
"gnutls: gnutls: Authentication Bypass via NUL Character in Username","critical","CVE-2026-42010","trivy","N/A","A flaw was found in gnutls. Servers configured with RSA-PSK (Rivest–Shamir–Adleman – Pre-Shared Key) wrongfully matched usernames containing a NUL character with truncated usernames. A remote attacker could exploit this by sending a specially crafted username, leading to an authentication bypass. This vulnerability allows an attacker to gain unauthorized access by circumventing the authentication process.","N/A"
"krb5: Memory leak at /krb5/src/lib/rpc/pmap_rmt.c","low","CVE-2024-26458","trivy","N/A","Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.","N/A"
"gnutls: incomplete fix for CVE-2023-5981","high","CVE-2024-0553","trivy","N/A","A vulnerability was found in GnuTLS. The response times to malformed ciphertexts in RSA-PSK ClientKeyExchange differ from the response times of ciphertexts with correct PKCS
